Lunar IPS (LIPS) Version 1.03
Apply IPS Patch Log

Offset    Size    RLE    IPS_File_Range       IPS_File_Size
3A1E14     307    Yes    0034AECE-0034AED5        8
3A211B     519    No     0034AED6-0034B3F3      51E
3A2635     1BC    Yes    0034B3F4-0034B3FB        8
3A27F1       3    No     0034B3FC-0034B403        8
3A27F4      19    Yes    0034B404-0034B40B        8
3A280D       7    No     0034B40C-0034B417        C
3A2814      18    Yes    0034B418-0034B41F        8
3A282C       8    No     0034B420-0034B42C        D
3A2834      37    Yes    0034B42D-0034B434        8
3A286B       9    No     0034B435-0034B442        E
3A2874       E    Yes    0034B443-0034B44A        8
3A2882     1B2    No     0034B44B-0034B601      1B7
3A2A34     117    Yes    0034B602-0034B609        8
3A2B4B      89    No     0034B60A-0034B697       8E
3A2BD4      17    Yes    0034B698-0034B69F        8
3A2BEC       8    No     0034B6A0-0034B6AC        D
3A2BF4      1A    Yes    0034B6AD-0034B6B4        8
3A2C10       3    No     0034B6B5-0034B6BC        8
3A2C14      1F    Yes    0034B6BD-0034B6C4        8
3A2C34     300    No     0034B6C5-0034B9C9      305
3A2F36      1F    Yes    0034B9CA-0034B9D1        8
3A2F55      DF    No     0034B9D2-0034BAB5       E4
3A3034      21    Yes    0034BAB6-0034BABD        8
3A3057       D    No     0034BABE-0034BACF       12
3A3064       E    Yes    0034BAD0-0034BAD7        8
3A3074      34    No     0034BAD8-0034BB10       39
3A30A8       C    Yes    0034BB11-0034BB18        8
3A30B4      14    Yes    0034BB19-0034BB20        8
3A30C8      18    No     0034BB21-0034BB3D       1D
3A30E0      10    Yes    0034BB3E-0034BB45        8
3A30F0      10    No     0034BB46-0034BB5A       15
3A3100      10    Yes    0034BB5B-0034BB62        8
3A3110      10    No     0034BB63-0034BB77       15
3A3120      10    Yes    0034BB78-0034BB7F        8
3A3130       4    Yes    0034BB80-0034BB87        8
3A3134      5E    Yes    0034BB88-0034BB8F        8
3A3196       2    No     0034BB90-0034BB96        7
3A3198      1B    Yes    0034BB97-0034BB9E        8
3A31B4       8    No     0034BB9F-0034BBAB        D
3A31BC      17    Yes    0034BBAC-0034BBB3        8
3A31D4       8    Yes    0034BBB4-0034BBBB        8
3A31DC      17    Yes    0034BBBC-0034BBC3        8
3A31F4       8    Yes    0034BBC4-0034BBCB        8
3A31FC      17    Yes    0034BBCC-0034BBD3        8
3A3214       8    Yes    0034BBD4-0034BBDB        8
3A321C      16    Yes    0034BBDC-0034BBE3        8
3A3234     1A0    No     0034BBE4-0034BD88      1A5
3A33D4      10    Yes    0034BD89-0034BD90        8
3A33E4      5C    No     0034BD91-0034BDF1       61
3A3440      10    Yes    0034BDF2-0034BDF9        8
3A3450       E    No     0034BDFA-0034BE0C       13
3A345E      12    Yes    0034BE0D-0034BE14        8
3A3470      10    No     0034BE15-0034BE29       15
3A3480      10    Yes    0034BE2A-0034BE31        8
3A3490      10    No     0034BE32-0034BE46       15
3A34A0      10    Yes    0034BE47-0034BE4E        8
3A34B0      10    No     0034BE4F-0034BE63       15
3A34C0      10    Yes    0034BE64-0034BE6B        8
3A34D0      10    No     0034BE6C-0034BE80       15
3A34E0      10    Yes    0034BE81-0034BE88        8
3A34F0      2D    No     0034BE89-0034BEBA       32
3A351D       E    Yes    0034BEBB-0034BEC2        8
3A352B      11    No     0034BEC3-0034BED8       16
3A353C      18    Yes    0034BED9-0034BEE0        8
3A3554       8    Yes    0034BEE1-0034BEE8        8
3A355C      18    Yes    0034BEE9-0034BEF0        8
3A3574       8    Yes    0034BEF1-0034BEF8        8
3A357C      18    Yes    0034BEF9-0034BF00        8
3A3594       8    Yes    0034BF01-0034BF08        8
3A359C      18    Yes    0034BF09-0034BF10        8
3A35B4       8    Yes    0034BF11-0034BF18        8
3A35BC      18    Yes    0034BF19-0034BF20        8
3A35D4       8    Yes    0034BF21-0034BF28        8
3A35DC      18    Yes    0034BF29-0034BF30        8
3A35F4       8    Yes    0034BF31-0034BF38        8
3A35FC      18    Yes    0034BF39-0034BF40        8
3A3614       5    No     0034BF41-0034BF4A        A
3A3619      D5    Yes    0034BF4B-0034BF52        8
3A36F3       1    No     0034BF53-0034BF58        6
3A36F5      19    Yes    0034BF59-0034BF60        8
3A3710       1    No     0034BF61-0034BF66        6
3A3711      37    Yes    0034BF67-0034BF6E        8
3A374B      3D    No     0034BF6F-0034BFB0       42
3A3788       C    Yes    0034BFB1-0034BFB8        8
3A3794      11    Yes    0034BFB9-0034BFC0        8
3A37A8       9    No     0034BFC1-0034BFCE        E
3A37B1      23    Yes    0034BFCF-0034BFD6        8
3A37D4      10    No     0034BFD7-0034BFEB       15
3A37E4       C    Yes    0034BFEC-0034BFF3        8
3A37F4       E    No     0034BFF4-0034C006       13
3A3804     147    Yes    0034C007-0034C00E        8
3A394B      49    No     0034C00F-0034C05C       4E
3A3994      14    Yes    0034C05D-0034C064        8
3A39A8      14    No     0034C065-0034C07D       19
3A39BC      18    Yes    0034C07E-0034C085        8
3A39D4      10    No     0034C086-0034C09A       15
3A39E4       D    Yes    0034C09B-0034C0A2        8
3A39F4       F    No     0034C0A3-0034C0B6       14
3A3A04       D    Yes    0034C0B7-0034C0BE        8
3A3A14       5    No     0034C0BF-0034C0C8        A
3A3A1C      D7    Yes    0034C0C9-0034C0D0        8
3A3AF3       1    No     0034C0D1-0034C0D6        6
3A3AF4      1C    Yes    0034C0D7-0034C0DE        8
3A3B10       1    No     0034C0DF-0034C0E4        6
3A3B11      3A    Yes    0034C0E5-0034C0EC        8
3A3B4B      1A    No     0034C0ED-0034C10B       1F
3A3B65       F    Yes    0034C10C-0034C113        8
3A3B74      14    No     0034C114-0034C12C       19
3A3B88       C    Yes    0034C12D-0034C134        8
3A3B94      14    Yes    0034C135-0034C13C        8
3A3BA8       9    No     0034C13D-0034C14A        E
3A3BB1      23    Yes    0034C14B-0034C152        8
3A3BD4      37    No     0034C153-0034C18E       3C
3A3C0B     144    Yes    0034C18F-0034C196        8
3A3D4F      45    No     0034C197-0034C1E0       4A
3A3D94      18    Yes    0034C1E1-0034C1E8        8
3A3DAC      10    No     0034C1E9-0034C1FD       15
3A3DBC      18    Yes    0034C1FE-0034C205        8
3A3DD4      45    No     0034C206-0034C24F       4A
3A3E19      D5    Yes    0034C250-0034C257        8
3A3EEE       6    No     0034C258-0034C262        B
3A3EF4      18    Yes    0034C263-0034C26A        8
3A3F0C       7    No     0034C26B-0034C276        C
3A3F13      2F    Yes    0034C277-0034C27E        8
3A3F43      3E    No     0034C27F-0034C2C1       43
3A3F81      12    Yes    0034C2C2-0034C2C9        8
3A3F93      1F    No     0034C2CA-0034C2ED       24
3A3FB2      20    Yes    0034C2EE-0034C2F5        8
3A3FD4      10    No     0034C2F6-0034C30A       15
3A3FE4       F    Yes    0034C30B-0034C312        8
3A3FF4       D    No     0034C313-0034C324       12
3A4001      13    Yes    0034C325-0034C32C        8
3A4014       9    No     0034C32D-0034C33A        E
3A401D      D5    Yes    0034C33B-0034C342        8
3A40F2       2    No     0034C343-0034C349        7
3A40F4      1C    Yes    0034C34A-0034C351        8
3A4110       2    No     0034C352-0034C358        7
3A4112      35    Yes    0034C359-0034C360        8
3A4147      3E    No     0034C361-0034C3A3       43
3A4185       F    Yes    0034C3A4-0034C3AB        8
3A4194      24    No     0034C3AC-0034C3D4       29
3A41B8      1C    Yes    0034C3D5-0034C3DC        8
3A41D4      10    No     0034C3DD-0034C3F1       15
3A41E4      10    Yes    0034C3F2-0034C3F9        8
3A41F4       F    No     0034C3FA-0034C40D       14
3A4203       F    Yes    0034C40E-0034C415        8
3A4214       A    No     0034C416-0034C424        F
3A421E      64    Yes    0034C425-0034C42C        8
3A4282      AC    No     0034C42D-0034C4DD       B1
3A432E      54    Yes    0034C4DE-0034C4E5        8
3A4382      AC    No     0034C4E6-0034C596       B1
3A4430      51    Yes    0034C597-0034C59E        8
3A4481      13    No     0034C59F-0034C5B6       18
3A4494      10    Yes    0034C5B7-0034C5BE        8
3A44A4      89    No     0034C5BF-0034C64C       8E
3A452D      59    Yes    0034C64D-0034C654        8
3A4586       E    No     0034C655-0034C667       13
3A4594      10    Yes    0034C668-0034C66F        8
3A45A4      89    No     0034C670-0034C6FD       8E
3A462D      59    Yes    0034C6FE-0034C705        8
3A4686       E    No     0034C706-0034C718       13
3A4694      10    Yes    0034C719-0034C720        8
3A46A4      8E    No     0034C721-0034C7B3       93
3A4732      54    Yes    0034C7B4-0034C7BB        8
3A4786       E    No     0034C7BC-0034C7CE       13
3A4794      10    Yes    0034C7CF-0034C7D6        8
3A47A4      89    No     0034C7D7-0034C864       8E
3A482D      58    Yes    0034C865-0034C86C        8
3A4886       E    No     0034C86D-0034C87F       13
3A4894      10    Yes    0034C880-0034C887        8
3A48A4      8E    No     0034C888-0034C91A       93
3A4932      53    Yes    0034C91B-0034C922        8
3A4985       F    No     0034C923-0034C936       14
3A4994      13    Yes    0034C937-0034C93E        8
3A49A8      86    No     0034C93F-0034C9C9       8B
3A4A2E      57    Yes    0034C9CA-0034C9D1        8
3A4A85       F    No     0034C9D2-0034C9E5       14
3A4A94      11    Yes    0034C9E6-0034C9ED        8
3A4AA8      EB    No     0034C9EE-0034CADD       F0
3A4B93       E    Yes    0034CADE-0034CAE5        8
3A4BA1      32    No     0034CAE6-0034CB1C       37
3A4BD3       E    Yes    0034CB1D-0034CB24        8
3A4BE1      13    No     0034CB25-0034CB3C       18
3A4BF4       C    Yes    0034CB3D-0034CB44        8
3A4C02      12    Yes    0034CB45-0034CB4C        8
3A4C14       C    Yes    0034CB4D-0034CB54        8
3A4C20      14    Yes    0034CB55-0034CB5C        8
3A4C34       C    Yes    0034CB5D-0034CB64        8
3A4C40      13    No     0034CB65-0034CB7C       18
3A4C54     30D    Yes    0034CB7D-0034CB84        8
3A4F61      13    No     0034CB85-0034CB9C       18
3A4F74       C    Yes    0034CB9D-0034CBA4        8
3A4F80      14    Yes    0034CBA5-0034CBAC        8
3A4F94       C    Yes    0034CBAD-0034CBB4        8
3A4FA0      14    Yes    0034CBB5-0034CBBC        8
3A4FB4       C    Yes    0034CBBD-0034CBC4        8
3A4FC0      14    Yes    0034CBC5-0034CBCC        8
3A4FD4       C    Yes    0034CBCD-0034CBD4        8
3A4FE0      14    Yes    0034CBD5-0034CBDC        8
3A4FF4       A    Yes    0034CBDD-0034CBE4        8
3A5000      14    Yes    0034CBE5-0034CBEC        8
3A5014       B    Yes    0034CBED-0034CBF4        8
3A5020      14    Yes    0034CBF5-0034CBFC        8
3A5034       B    Yes    0034CBFD-0034CC04        8
3A5040      13    No     0034CC05-0034CC1C       18
3A5053     123    Yes    0034CC1D-0034CC24        8
3A5178      44    No     0034CC25-0034CC6D       49
3A51BC      2A    Yes    0034CC6E-0034CC75        8
3A51EB       8    No     0034CC76-0034CC82        D
3A51F3      15    Yes    0034CC83-0034CC8A        8
3A5208      1A    No     0034CC8B-0034CCA9       1F
3A5228       D    Yes    0034CCAA-0034CCB1        8
3A5235       8    No     0034CCB2-0034CCBE        D
3A523D      29    Yes    0034CCBF-0034CCC6        8
3A5266       C    No     0034CCC7-0034CCD7       11
3A5272      10    Yes    0034CCD8-0034CCDF        8
3A5284      20    No     0034CCE0-0034CD04       25
3A52A4      12    Yes    0034CD05-0034CD0C        8
3A52B6       C    No     0034CD0D-0034CD1D       11
3A52C4      1E    Yes    0034CD1E-0034CD25        8
3A52E2       F    No     0034CD26-0034CD39       14
3A52F1       F    Yes    0034CD3A-0034CD41        8
3A5300      28    No     0034CD42-0034CD6E       2D
3A5328       F    Yes    0034CD6F-0034CD76        8
3A5338       E    No     0034CD77-0034CD89       13
3A5348      19    Yes    0034CD8A-0034CD91        8
3A5362      64    No     0034CD92-0034CDFA       69
3A53C6      1B    Yes    0034CDFB-0034CE02        8
3A53E2       F    No     0034CE03-0034CE16       14
3A53F4       C    Yes    0034CE17-0034CE1E        8
3A5400      28    No     0034CE1F-0034CE4B       2D
3A5428       F    Yes    0034CE4C-0034CE53        8
3A5437       F    No     0034CE54-0034CE67       14
3A5448      1F    Yes    0034CE68-0034CE6F        8
3A5467       D    No     0034CE70-0034CE81       12
3A5474       E    Yes    0034CE82-0034CE89        8
3A5484      20    No     0034CE8A-0034CEAE       25
3A54A4      10    Yes    0034CEAF-0034CEB6        8
3A54B4       D    No     0034CEB7-0034CEC8       12
3A54C1      1A    Yes    0034CEC9-0034CED0        8
3A54DB      72    No     0034CED1-0034CF47       77
3A554D      10    Yes    0034CF48-0034CF4F        8
3A555D      6E    No     0034CF50-0034CFC2       73
3A55CC      15    Yes    0034CFC3-0034CFCA        8
3A55E2       E    No     0034CFCB-0034CFDD       13
3A55F0      10    Yes    0034CFDE-0034CFE5        8
3A5600      28    No     0034CFE6-0034D012       2D
3A5628       F    Yes    0034D013-0034D01A        8
3A5638       E    No     0034D01B-0034D02D       13
3A5646      1F    Yes    0034D02E-0034D035        8
3A5666       A    No     0034D036-0034D044        F
3A5670      17    Yes    0034D045-0034D04C        8
3A5688      18    No     0034D04D-0034D069       1D
3A56A0      15    Yes    0034D06A-0034D071        8
3A56B8       A    No     0034D072-0034D080        F
3A56C2      1C    Yes    0034D081-0034D088        8
3A56DF      E7    No     0034D089-0034D174       EC
3A57C8      12    Yes    0034D175-0034D17C        8
3A57DA      6F    No     0034D17D-0034D1F0       74
3A5849      18    Yes    0034D1F1-0034D1F8        8
3A5862      6F    No     0034D1F9-0034D26C       74
3A58D2       D    Yes    0034D26D-0034D274        8
3A58DF      6E    No     0034D275-0034D2E7       73
3A594D       C    Yes    0034D2E8-0034D2EF        8
3A595B      19    No     0034D2F0-0034D30D       1E
3A5974       D    Yes    0034D30E-0034D315        8
3A5984      3F    No     0034D316-0034D359       44
3A59C4      15    Yes    0034D35A-0034D361        8
3A59DB      6E    No     0034D362-0034D3D4       73
3A5A49      1C    Yes    0034D3D5-0034D3DC        8
3A5A65      3F    No     0034D3DD-0034D420       44
3A5AA4      10    Yes    0034D421-0034D428        8
3A5AB4      60    No     0034D429-0034D48D       65
3A5B14      2D    Yes    0034D48E-0034D495        8
3A5B42      30    No     0034D496-0034D4CA       35
3A5B72       E    Yes    0034D4CB-0034D4D2        8
3A5B80       F    No     0034D4D3-0034D4E6       14
3A5B8F      13    Yes    0034D4E7-0034D4EE        8
3A5BA2       D    No     0034D4EF-0034D500       12
3A5BB1       9    Yes    0034D501-0034D508        8
3A5BC0       E    No     0034D509-0034D51B       13
3A5BD1      10    Yes    0034D51C-0034D523        8
3A5BE3     147    No     0034D524-0034D66F      14C
3A5D2C      11    Yes    0034D670-0034D677        8
3A5D3D      12    No     0034D678-0034D68E       17
3A5D4F       F    Yes    0034D68F-0034D696        8
3A5D5E      10    No     0034D697-0034D6AB       15
3A5D6E      12    Yes    0034D6AC-0034D6B3        8
3A5D81      12    No     0034D6B4-0034D6CA       17
3A5D93       F    Yes    0034D6CB-0034D6D2        8
3A5DA2     D92    No     0034D6D3-0034E469      D97
3A6B34      49    Yes    0034E46A-0034E471        8
3A6B7D      D7    No     0034E472-0034E54D       DC
3A6C54      11    Yes    0034E54E-0034E555        8
3A6C65      4E    No     0034E556-0034E5A8       53
3A6CB3      16    Yes    0034E5A9-0034E5B0        8
3A6CC9       6    No     0034E5B1-0034E5BB        B
3A6CCF      22    Yes    0034E5BC-0034E5C3        8
3A6CF1      42    No     0034E5C4-0034E60A       47
3A6D33      1B    Yes    0034E60B-0034E612        8
3A6D4E       5    No     0034E613-0034E61C        A
3A6D53      22    Yes    0034E61D-0034E624        8
3A6D75      3E    No     0034E625-0034E667       43
3A6DB3      56    Yes    0034E668-0034E66F        8
3A6E09       B    No     0034E670-0034E67F       10
3A6E14      16    Yes    0034E680-0034E687        8
3A6E2A       8    No     0034E688-0034E694        D
3A6E32      5B    Yes    0034E695-0034E69C        8
3A6E8D       7    No     0034E69D-0034E6A8        C
3A6E94      19    Yes    0034E6A9-0034E6B0        8
3A6EAD       5    No     0034E6B1-0034E6BA        A
3A6EB2      2A    Yes    0034E6BB-0034E6C2        8
3A6EDC      12    No     0034E6C3-0034E6D9       17
3A6EEE      10    Yes    0034E6DA-0034E6E1        8
3A6EFE      12    No     0034E6E2-0034E6F8       17
3A6F10      75    Yes    0034E6F9-0034E700        8
3A6F85       A    No     0034E701-0034E70F        F
3A6F8F       E    Yes    0034E710-0034E717        8
3A6F9D       B    No     0034E718-0034E727       10
3A6FA8      34    Yes    0034E728-0034E72F        8
3A6FDC      3A    No     0034E730-0034E76E       3F
3A7016      6F    Yes    0034E76F-0034E776        8
3A7085      28    No     0034E777-0034E7A3       2D
3A70AD      62    Yes    0034E7A4-0034E7AB        8
3A710F      23    No     0034E7AC-0034E7D3       28
3A7132      4E    Yes    0034E7D4-0034E7DB        8
3A7180      10    No     0034E7DC-0034E7F0       15
3A7190      10    Yes    0034E7F1-0034E7F8        8
3A71A0      E4    No     0034E7F9-0034E8E1       E9
3A7284       D    Yes    0034E8E2-0034E8E9        8
3A7294      20    No     0034E8EA-0034E90E       25
3A72B4      25    Yes    0034E90F-0034E916        8
3A72D9      37    No     0034E917-0034E952       3C
3A7310      33    Yes    0034E953-0034E95A        8
3A7343      5E    No     0034E95B-0034E9BD       63
3A73A1      1D    Yes    0034E9BE-0034E9C5        8
3A73BE      68    No     0034E9C6-0034EA32       6D
3A7426      18    Yes    0034EA33-0034EA3A        8
3A743E      68    No     0034EA3B-0034EAA7       6D
3A74A6       E    Yes    0034EAA8-0034EAAF        8
3A74B5      11    Yes    0034EAB0-0034EAB7        8
3A74C6       A    No     0034EAB8-0034EAC6        F
3A74D0       F    Yes    0034EAC7-0034EACE        8
3A74E0      30    No     0034EACF-0034EB03       35
3A7518      17    No     0034EB04-0034EB1F       1C
3A752F      11    Yes    0034EB20-0034EB27        8
3A7540      10    No     0034EB28-0034EB3C       15
3A7550       F    Yes    0034EB3D-0034EB44        8
3A7560       F    No     0034EB45-0034EB58       14
3A756F      47    Yes    0034EB59-0034EB60        8
3A75B6      3C    No     0034EB61-0034EBA1       41
3A75F2      1B    Yes    0034EBA2-0034EBA9        8
3A760E       5    No     0034EBAA-0034EBB3        A
3A7614      19    Yes    0034EBB4-0034EBBB        8
3A762D      45    No     0034EBBC-0034EC05       4A
3A7672      17    Yes    0034EC06-0034EC0D        8
3A7689       1    No     0034EC0E-0034EC13        6
3A768A      1A    Yes    0034EC14-0034EC1B        8
3A76A4      50    No     0034EC1C-0034EC70       55
3A76FA      2A    Yes    0034EC71-0034EC78        8
3A7724       1    No     0034EC79-0034EC7E        6
3A7725      21    Yes    0034EC7F-0034EC86        8
3A7746      2C    No     0034EC87-0034ECB7       31
3A7774      16    Yes    0034ECB8-0034ECBF        8
3A778A       A    No     0034ECC0-0034ECCE        F
3A7794      14    Yes    0034ECCF-0034ECD6        8
3A77A8       A    No     0034ECD7-0034ECE5        F
3A77B2      14    Yes    0034ECE6-0034ECED        8
3A77C6       E    No     0034ECEE-0034ED00       13
3A77D4      11    Yes    0034ED01-0034ED08        8
3A77E5       D    No     0034ED09-0034ED1A       12
3A77F2      10    Yes    0034ED1B-0034ED22        8
3A7802      12    No     0034ED23-0034ED39       17
3A7814      11    Yes    0034ED3A-0034ED41        8
3A7825       F    No     0034ED42-0034ED55       14
3A783A      43    No     0034ED56-0034ED9D       48
3A787D      19    Yes    0034ED9E-0034EDA5        8
3A7896       A    No     0034EDA6-0034EDB4        F
3A78A0      62    Yes    0034EDB5-0034EDBC        8
3A7902       A    No     0034EDBD-0034EDCB        F
3A790C      14    Yes    0034EDCC-0034EDD3        8
3A7920       A    No     0034EDD4-0034EDE2        F
3A792A      29    Yes    0034EDE3-0034EDEA        8
3A7953       1    No     0034EDEB-0034EDF0        6
3A7954      1C    Yes    0034EDF1-0034EDF8        8
3A7970      36    No     0034EDF9-0034EE33       3B
3A79A6      20    Yes    0034EE34-0034EE3B        8
3A79C6       E    No     0034EE3C-0034EE4E       13
3A79D4      10    Yes    0034EE4F-0034EE56        8
3A79E4      1C    No     0034EE57-0034EE77       21
3A7A00      14    Yes    0034EE78-0034EE7F        8
3A7A14       B    No     0034EE80-0034EE8F       10
3A7A1F      25    Yes    0034EE90-0034EE97        8
3A7A44      10    No     0034EE98-0034EEAC       15
3A7A54       E    Yes    0034EEAD-0034EEB4        8
3A7A62      4A    No     0034EEB5-0034EF03       4F
3A7AAC      10    Yes    0034EF04-0034EF0B        8
3A7ABC      18    No     0034EF0C-0034EF28       1D
3A7AD4       F    Yes    0034EF29-0034EF30        8
3A7AE3     151    No     0034EF31-0034F086      156
3A7C45       F    No     0034F087-0034F09A       14
3A7C64      D0    No     0034F09B-0034F16F       D5
3A7D34      3B    Yes    0034F170-0034F177        8
3A7D74      C0    No     0034F178-0034F23C       C5
3A7E3A      4A    Yes    0034F23D-0034F244        8
3A7E84      10    No     0034F245-0034F259       15
3A7E94       F    Yes    0034F25A-0034F261        8
3A7EA6      8E    No     0034F262-0034F2F4       93
3A7F34      80    Yes    0034F2F5-0034F2FC        8
3A7FB4      80    No     0034F2FD-0034F381       85
3A8034      91    Yes    0034F382-0034F389        8
3A80C5       F    No     0034F38A-0034F39D       14
3A80D4      10    Yes    0034F39E-0034F3A5        8
3A80E4      50    No     0034F3A6-0034F3FA       55
3A8134      C0    Yes    0034F3FB-0034F402        8
3A81F4     140    No     0034F403-0034F547      145
3A8334      11    Yes    0034F548-0034F54F        8
3A8345       F    No     0034F550-0034F563       14
3A8354      10    Yes    0034F564-0034F56B        8
3A8364      D0    No     0034F56C-0034F640       D5
3A843A      3A    Yes    0034F641-0034F648        8
3A8474      C0    No     0034F649-0034F70D       C5
3A8534      50    Yes    0034F70E-0034F715        8
3A8584      10    No     0034F716-0034F72A       15
3A8594      10    Yes    0034F72B-0034F732        8
3A85A4      90    No     0034F733-0034F7C7       95
3A8634      80    Yes    0034F7C8-0034F7CF        8
3A86B4      5C    No     0034F7D0-0034F830       61
3A8717      1D    No     0034F831-0034F852       22
3A8734      91    Yes    0034F853-0034F85A        8
3A87C5       F    No     0034F85B-0034F86E       14
3A87D4      10    Yes    0034F86F-0034F876        8
3A87E4       8    No     0034F877-0034F883        D
3A87EC      10    Yes    0034F884-0034F88B        8
3A87FC      38    No     0034F88C-0034F8C8       3D
3A8874      80    Yes    0034F8C9-0034F8D0        8
3A88F4     240    No     0034F8D1-0034FB15      245
3A8B34      14    Yes    0034FB16-0034FB1D        8
3A8B48       C    No     0034FB1E-0034FB2E       11
3A8B54      14    Yes    0034FB2F-0034FB36        8
3A8B68      CC    No     0034FB37-0034FC07       D1
3A8C34      48    Yes    0034FC08-0034FC0F        8
3A8C7C      B8    No     0034FC10-0034FCCC       BD
3A8D34      5C    Yes    0034FCCD-0034FCD4        8
3A8D90       4    No     0034FCD5-0034FCDD        9
3A8D94      1C    Yes    0034FCDE-0034FCE5        8
3A8DB3      81    No     0034FCE6-0034FD6B       86
3A8E74      50    Yes    0034FD6C-0034FD73        8
3A8EC4      10    No     0034FD74-0034FD88       15
3A8ED4      10    Yes    0034FD89-0034FD90        8
3A8EE4      50    No     0034FD91-0034FDE5       55
3A8F34      C8    Yes    0034FDE6-0034FDED        8
3A8FFC      38    No     0034FDEE-0034FE2A       3D
3A903A      16    Yes    0034FE2B-0034FE32        8
3A9050       2    No     0034FE33-0034FE39        7
3A9052      20    Yes    0034FE3A-0034FE41        8
3A9072      42    Yes    0034FE42-0034FE49        8
3A90B4      14    No     0034FE4A-0034FE62       19
3A90C8      27    Yes    0034FE63-0034FE6A        8
3A90EF       5    No     0034FE6B-0034FE74        A
3A90F4      18    Yes    0034FE75-0034FE7C        8
3A910C     243    No     0034FE7D-003500C4      248
3A934F      17    Yes    003500C5-003500CC        8
3A9366       E    No     003500CD-003500DF       13
3A9374      15    Yes    003500E0-003500E7        8
3A9389      C5    No     003500E8-003501B1       CA
3A9456      77    No     003501B2-0035022D       7C
3A94CD      11    Yes    0035022E-00350235        8
3A94DE      16    No     00350236-00350250       1B
3A94FA      53    No     00350251-003502A8       58
3A9554       E    Yes    003502A9-003502B0        8
3A9562      6C    No     003502B1-00350321       71
3A95CE      A5    Yes    00350322-00350329        8
3A9673       1    No     0035032A-0035032F        6
3A9674      1C    Yes    00350330-00350337        8
3A9690      3F    No     00350338-0035037B       44
3A96CF      90    Yes    0035037C-00350383        8
3A975F      73    No     00350384-003503FB       78
3A97D2      55    Yes    003503FC-00350403        8
3A9827       D    No     00350404-00350415       12
3A9834      10    Yes    00350416-0035041D        8
3A9844      8A    No     0035041E-003504AC       8F
3A98CE      49    Yes    003504AD-003504B4        8
3A9917      AE    No     003504B5-00350567       B3
3A99C5      2A    Yes    00350568-0035056F        8
3A99EF       5    No     00350570-00350579        A
3A99F4      18    Yes    0035057A-00350581        8
3A9A0C      52    No     00350582-003505D8       57
3A9A67       4    No     003505D9-003505E1        9
3A9A72      2A    No     003505E2-00350610       2F
3A9A9C      18    Yes    00350611-00350618        8
3A9AB4       9    No     00350619-00350626        E
3A9ABD      2A    Yes    00350627-0035062E        8
3A9AE7       D    No     0035062F-00350640       12
3A9AFA       A    Yes    00350641-00350648        8
3A9B04      14    No     00350649-00350661       19
3A9B18       E    Yes    00350662-00350669        8
3A9B26      67    No     0035066A-003506D5       6C
3A9B8D      52    Yes    003506D6-003506DD        8
3A9BDF       D    No     003506DE-003506EF       12
3A9BEC      14    Yes    003506F0-003506F7        8
3A9C00      23    No     003506F8-0035071F       28
3A9C23      11    Yes    00350720-00350727        8
3A9C35       1    No     00350728-0035072D        6
3A9C3A       A    Yes    0035072E-00350735        8
3A9C44      1C    No     00350736-00350756       21
3A9C60      15    Yes    00350757-0035075E        8
3A9C75       1    No     0035075F-00350764        6
3A9C76      69    Yes    00350765-0035076C        8
3A9CDF       1    No     0035076D-00350772        6
3A9CE0       F    Yes    00350773-0035077A        8
3A9CEF      1B    No     0035077B-0035079A       20
3A9D0A      36    Yes    0035079B-003507A2        8
3A9D40       1    No     003507A3-003507A8        6
3A9D41      B2    Yes    003507A9-003507B0        8
3A9DF3       1    No     003507B1-003507B6        6
3A9DF4      18    Yes    003507B7-003507BE        8
3A9E0C      10    No     003507BF-003507D3       15
3A9E1C      18    Yes    003507D4-003507DB        8
3A9E34       9    No     003507DC-003507E9        E
3A9E3D      32    Yes    003507EA-003507F1        8
3A9E6F      31    No     003507F2-00350827       36
3A9EA0      14    Yes    00350828-0035082F        8
3A9EB4      40    No     00350830-00350874       45
3A9EF4     27B    Yes    00350875-0035087C        8
3AA171      3C    No     0035087D-003508BD       41
3AA1AD      92    Yes    003508BE-003508C5        8
3AA23F      55    No     003508C6-0035091F       5A
3AA294      11    Yes    00350920-00350927        8
3AA2A5       E    No     00350928-0035093A       13
3AA2B4      81    Yes    0035093B-00350942        8
3AA335      7C    No     00350943-003509C3       81
3AA3B1      C3    Yes    003509C4-003509CB        8
3AA474      39    No     003509CC-00350A09       3E
3AA4AD     493    Yes    00350A0A-00350A11        8
3AA941      12    No     00350A12-00350A28       17
3AA953      16    Yes    00350A29-00350A30        8
3AA969       B    No     00350A31-00350A40       10
3AA974      14    Yes    00350A41-00350A48        8
3AA988       A    No     00350A49-00350A57        F
3AA994      A0    Yes    00350A58-00350A5F        8
3AAA34      80    No     00350A60-00350AE4       85
3AAAB4      81    Yes    00350AE5-00350AEC        8
3AAB35      74    No     00350AED-00350B65       79
3AABA9      8B    Yes    00350B66-00350B6D        8
3AAC34      51    No     00350B6E-00350BC3       56
3AAC85     4B7    Yes    00350BC4-00350BCB        8
3AB13D      17    No     00350BCC-00350BE7       1C
3AB158      11    Yes    00350BE8-00350BEF        8
3AB169       B    No     00350BF0-00350BFF       10
3AB174      14    Yes    00350C00-00350C07        8
3AB188       A    No     00350C08-00350C16        F
