Lunar IPS (LIPS) Version 1.03
Apply IPS Patch Log

Offset    Size    RLE    IPS_File_Range       IPS_File_Size
1FCD96      1A    No     001FB876-001FB894       1F
1FCDB6      52    No     001FB895-001FB8EB       57
1FCE10       8    No     001FB8EC-001FB8F8        D
1FCE20       8    No     001FB8F9-001FB905        D
1FCE30       8    No     001FB906-001FB912        D
1FCE40       8    No     001FB913-001FB91F        D
1FCE50       8    No     001FB920-001FB92C        D
1FCE60       8    No     001FB92D-001FB939        D
1FCE70       8    No     001FB93A-001FB946        D
1FCE80       8    No     001FB947-001FB953        D
1FCE91       6    No     001FB954-001FB95E        B
1FCEA0       8    No     001FB95F-001FB96B        D
1FCEB0       8    No     001FB96C-001FB978        D
1FCEC0       8    Yes    001FB979-001FB980        8
1FCECC      44    No     001FB981-001FB9C9       49
1FCF16       A    No     001FB9CA-001FB9D8        F
1FCF26       A    No     001FB9D9-001FB9E7        F
1FCF36       A    No     001FB9E8-001FB9F6        F
1FCF46       A    No     001FB9F7-001FBA05        F
1FCF56       A    No     001FBA06-001FBA14        F
1FCF66       A    No     001FBA15-001FBA23        F
1FCF76      1A    No     001FBA24-001FBA42       1F
1FCF96      18    Yes    001FBA43-001FBA4A        8
1FCFAE       2    No     001FBA4B-001FBA51        7
1FCFB6      52    No     001FBA52-001FBAA8       57
1FD010       8    No     001FBAA9-001FBAB5        D
1FD020       8    No     001FBAB6-001FBAC2        D
1FD030       8    No     001FBAC3-001FBACF        D
1FD040       8    No     001FBAD0-001FBADC        D
1FD050       8    No     001FBADD-001FBAE9        D
1FD060       8    No     001FBAEA-001FBAF6        D
1FD070       8    No     001FBAF7-001FBB03        D
1FD080       6    No     001FBB04-001FBB0E        B
1FD090       8    No     001FBB0F-001FBB1B        D
1FD0A0       8    No     001FBB1C-001FBB28        D
1FD0B0       8    No     001FBB29-001FBB35        D
1FD0C0      18    Yes    001FBB36-001FBB3D        8
1FD0D8      27    No     001FBB3E-001FBB69       2C
1FD104       6    Yes    001FBB6A-001FBB71        8
1FD10F      31    No     001FBB72-001FBBA7       36
1FD140      1A    Yes    001FBBA8-001FBBAF        8
1FD15C      14    No     001FBBB0-001FBBC8       19
1FD178       8    No     001FBBC9-001FBBD5        D
1FD188       8    No     001FBBD6-001FBBE2        D
1FD198       8    No     001FBBE3-001FBBEF        D
1FD1A8       8    No     001FBBF0-001FBBFC        D
1FD1B8       C    No     001FBBFD-001FBC0D       11
1FD1D0       6    No     001FBC0E-001FBC18        B
1FD1E0       8    No     001FBC19-001FBC25        D
1FD1F0       1    No     001FBC26-001FBC2B        6
1FD200       8    No     001FBC2C-001FBC38        D
1FD214       4    No     001FBC39-001FBC41        9
1FD220       8    No     001FBC42-001FBC4E        D
1FD230       8    No     001FBC4F-001FBC5B        D
1FD240       8    No     001FBC5C-001FBC68        D
1FD250       8    No     001FBC69-001FBC75        D
1FD260       8    No     001FBC76-001FBC82        D
1FD270       8    No     001FBC83-001FBC8F        D
1FD280       8    No     001FBC90-001FBC9C        D
1FD291       7    No     001FBC9D-001FBCA8        C
1FD2A0       8    No     001FBCA9-001FBCB5        D
1FD2B0       8    No     001FBCB6-001FBCC2        D
1FD2C8       8    No     001FBCC3-001FBCCF        D
1FD2D8       8    No     001FBCD0-001FBCDC        D
1FD2E8       8    No     001FBCDD-001FBCE9        D
1FD2F8       8    No     001FBCEA-001FBCF6        D
1FD306       A    No     001FBCF7-001FBD05        F
1FD316       A    No     001FBD06-001FBD14        F
1FD327       9    No     001FBD15-001FBD22        E
1FD336      1A    No     001FBD23-001FBD41       1F
1FD358       8    No     001FBD42-001FBD4E        D
1FD369       7    No     001FBD4F-001FBD5A        C
1FD379       7    No     001FBD5B-001FBD66        C
1FD388       8    No     001FBD67-001FBD73        D
1FD398       8    No     001FBD74-001FBD80        D
1FD3A8       8    No     001FBD81-001FBD8D        D
1FD3B8      10    No     001FBD8E-001FBDA2       15
1FD3D0       8    No     001FBDA3-001FBDAF        D
1FD3E0       8    No     001FBDB0-001FBDBC        D
1FD3F0       8    No     001FBDBD-001FBDC9        D
1FD400       8    No     001FBDCA-001FBDD6        D
1FD410       8    No     001FBDD7-001FBDE3        D
1FD421       7    No     001FBDE4-001FBDEF        C
1FD430       8    No     001FBDF0-001FBDFC        D
1FD440       8    No     001FBDFD-001FBE09        D
1FD450       8    No     001FBE0A-001FBE16        D
1FD460       8    No     001FBE17-001FBE23        D
1FD470       7    No     001FBE24-001FBE2F        C
1FD480       8    No     001FBE30-001FBE3C        D
1FD490       7    No     001FBE3D-001FBE48        C
1FD4A0       8    No     001FBE49-001FBE55        D
1FD4B0       8    No     001FBE56-001FBE62        D
1FD4C8       8    No     001FBE63-001FBE6F        D
1FD4D8       8    No     001FBE70-001FBE7C        D
1FD4E8       8    No     001FBE7D-001FBE89        D
1FD4F8       8    No     001FBE8A-001FBE96        D
1FD508       8    No     001FBE97-001FBEA3        D
1FD51C       4    No     001FBEA4-001FBEAC        9
1FD52B       5    No     001FBEAD-001FBEB6        A
1FD53C       4    No     001FBEB7-001FBEBF        9
1FD54A       6    No     001FBEC0-001FBECA        B
1FD55C       4    No     001FBECB-001FBED3        9
1FD56A       6    No     001FBED4-001FBEDE        B
1FD57A       6    No     001FBEDF-001FBEE9        B
1FD58B       5    No     001FBEEA-001FBEF3        A
1FD59A       6    No     001FBEF4-001FBEFE        B
1FD5AA       5    No     001FBEFF-001FBF08        A
1FD5BB       D    No     001FBF09-001FBF1A       12
1FD5D0       8    No     001FBF1B-001FBF27        D
1FD5E0       8    No     001FBF28-001FBF34        D
1FD5F0       8    No     001FBF35-001FBF41        D
1FD600       8    No     001FBF42-001FBF4E        D
1FD610       8    No     001FBF4F-001FBF5B        D
1FD620       8    No     001FBF5C-001FBF68        D
1FD630       8    No     001FBF69-001FBF75        D
1FD640       8    No     001FBF76-001FBF82        D
1FD650       8    No     001FBF83-001FBF8F        D
1FD660       8    No     001FBF90-001FBF9C        D
1FD670       8    No     001FBF9D-001FBFA9        D
1FD680       8    No     001FBFAA-001FBFB6        D
1FD690       8    No     001FBFB7-001FBFC3        D
1FD6A0       8    No     001FBFC4-001FBFD0        D
1FD6B0       8    No     001FBFD1-001FBFDD        D
1FD6CA       6    No     001FBFDE-001FBFE8        B
1FD6DC       4    No     001FBFE9-001FBFF1        9
1FD6EC       4    No     001FBFF2-001FBFFA        9
1FD6FC       4    No     001FBFFB-001FC003        9
1FD70C       4    No     001FC004-001FC00C        9
1FD71C       4    No     001FC00D-001FC015        9
1FD72C       4    No     001FC016-001FC01E        9
1FD73C       4    No     001FC01F-001FC027        9
1FD74A       6    No     001FC028-001FC032        B
1FD75C       4    Yes    001FC033-001FC03A        8
1FD76C       4    Yes    001FC03B-001FC042        8
1FD77C       4    No     001FC043-001FC04B        9
1FD78C       4    No     001FC04C-001FC054        9
1FD79C       4    Yes    001FC055-001FC05C        8
1FD7AC       4    No     001FC05D-001FC065        9
1FD7B9       F    No     001FC066-001FC079       14
1FD7D0       8    No     001FC07A-001FC086        D
1FD7E0       8    No     001FC087-001FC093        D
1FD7F0       8    No     001FC094-001FC0A0        D
1FD800       8    No     001FC0A1-001FC0AD        D
1FD810       7    No     001FC0AE-001FC0B9        C
1FD820       8    No     001FC0BA-001FC0C6        D
1FD830       8    No     001FC0C7-001FC0D3        D
1FD840       8    No     001FC0D4-001FC0E0        D
1FD850       8    No     001FC0E1-001FC0ED        D
1FD860       8    No     001FC0EE-001FC0FA        D
1FD870       8    No     001FC0FB-001FC107        D
1FD880       8    No     001FC108-001FC114        D
1FD890       8    No     001FC115-001FC121        D
1FD8A0       8    No     001FC122-001FC12E        D
1FD8B0       8    No     001FC12F-001FC13B        D
1FD8CC       4    No     001FC13C-001FC144        9
1FD8D8       8    No     001FC145-001FC151        D
1FD8E8       8    No     001FC152-001FC15E        D
1FD8F8       8    No     001FC15F-001FC16B        D
1FD908       8    No     001FC16C-001FC178        D
1FD918       8    No     001FC179-001FC185        D
1FD928       8    No     001FC186-001FC192        D
1FD9C2       4    No     001FC193-001FC19B        9
1FD9D0       8    No     001FC19C-001FC1A8        D
1FD9E0       8    No     001FC1A9-001FC1B5        D
1FD9F0       8    No     001FC1B6-001FC1C2        D
1FDA00       8    No     001FC1C3-001FC1CF        D
1FDA10       8    No     001FC1D0-001FC1DC        D
1FDA20       8    No     001FC1DD-001FC1E9        D
1FDACA       6    No     001FC1EA-001FC1F4        B
1FDADA       6    No     001FC1F5-001FC1FF        B
1FDAEB       5    No     001FC200-001FC209        A
1FDAFA       6    No     001FC20A-001FC214        B
1FDB0A       6    No     001FC215-001FC21F        B
1FDB1B       5    No     001FC220-001FC229        A
1FDB28       8    No     001FC22A-001FC236        D
1FDB38       8    No     001FC237-001FC243        D
1FDB48       8    No     001FC244-001FC250        D
1FDB64      64    No     001FC251-001FC2B9       69
1FDBD0       8    No     001FC2BA-001FC2C6        D
1FDBE0       8    No     001FC2C7-001FC2D3        D
1FDBF0       8    No     001FC2D4-001FC2E0        D
1FDC00       6    No     001FC2E1-001FC2EB        B
1FDC10       8    No     001FC2EC-001FC2F8        D
1FDC20       8    No     001FC2F9-001FC305        D
1FDC30       8    No     001FC306-001FC312        D
1FDC40       8    No     001FC313-001FC31F        D
1FDC52       6    No     001FC320-001FC32A        B
1FDC60       8    No     001FC32B-001FC337        D
1FDC70       8    No     001FC338-001FC344        D
1FDC80       8    No     001FC345-001FC351        D
1FDC90       8    No     001FC352-001FC35E        D
1FDCA0       8    No     001FC35F-001FC36B        D
1FDCB0       8    No     001FC36C-001FC378        D
1FDCC4      2C    No     001FC379-001FC3A9       31
1FDCF6       A    No     001FC3AA-001FC3B8        F
1FDD06       9    No     001FC3B9-001FC3C6        E
1FDD18       8    No     001FC3C7-001FC3D3        D
1FDD2A       6    No     001FC3D4-001FC3DE        B
1FDDC0       8    No     001FC3DF-001FC3EB        D
1FDDD0       8    No     001FC3EC-001FC3F8        D
1FDDE0       8    No     001FC3F9-001FC405        D
1FDDF0       7    No     001FC406-001FC411        C
1FDE00       8    No     001FC412-001FC41E        D
1FDE10       6    No     001FC41F-001FC429        B
1FDE20       6    No     001FC42A-001FC434        B
1FF340     190    Yes    001FC435-001FC43C        8
1FF4D4      18    No     001FC43D-001FC459       1D
1FF4FB      15    No     001FC45A-001FC473       1A
1FF516      1A    No     001FC474-001FC492       1F
1FF539      17    No     001FC493-001FC4AE       1C
1FF558      18    No     001FC4AF-001FC4CB       1D
1FF578       6    No     001FC4CC-001FC4D6        B
1FF58A       6    No     001FC4D7-001FC4E1        B
1FF59E       2    No     001FC4E2-001FC4E8        7
1FF5AC       4    No     001FC4E9-001FC4F1        9
1FF5B8       8    No     001FC4F2-001FC4FE        D
1FF5C0      10    Yes    001FC4FF-001FC506        8
1FF5D0       8    No     001FC507-001FC513        D
1FF5E0       C    Yes    001FC514-001FC51B        8
1FF5F0       3    No     001FC51C-001FC523        8
1FF600      18    No     001FC524-001FC540       1D
1FF620      18    No     001FC541-001FC55D       1D
1FF640      14    No     001FC55E-001FC576       19
1FF660      18    No     001FC577-001FC593       1D
1FF680      14    No     001FC594-001FC5AC       19
1FF6A0      18    No     001FC5AD-001FC5C9       1D
1FF6C0       C    Yes    001FC5CA-001FC5D1        8
1FF6CC       4    No     001FC5D2-001FC5DA        9
1FF6D9      15    No     001FC5DB-001FC5F4       1A
1FF6F8      18    No     001FC5F5-001FC611       1D
1FF71A      16    No     001FC612-001FC62C       1B
1FF73A      16    No     001FC62D-001FC647       1B
1FF758      18    No     001FC648-001FC664       1D
1FF779      17    No     001FC665-001FC680       1C
1FF798      18    No     001FC681-001FC69D       1D
1FF7B8      20    No     001FC69E-001FC6C2       25
1FF7E0       C    Yes    001FC6C3-001FC6CA        8
1FF800      18    No     001FC6CB-001FC6E7       1D
1FF820      18    No     001FC6E8-001FC704       1D
1FF840      18    No     001FC705-001FC721       1D
1FF860      17    No     001FC722-001FC73D       1C
1FF880      18    No     001FC73E-001FC75A       1D
1FF8A0      18    No     001FC75B-001FC777       1D
1FF8C0      3E    No     001FC778-001FC7BA       43
1FF908       8    No     001FC7BB-001FC7C7        D
1FF91A       6    No     001FC7C8-001FC7D2        B
1FF926       8    No     001FC7D3-001FC7DF        D
1FF93A      16    No     001FC7E0-001FC7FA       1B
1FF958      16    No     001FC7FB-001FC815       1B
1FF978      18    No     001FC816-001FC832       1D
1FF996      1A    No     001FC833-001FC851       1F
1FF9C0      14    No     001FC852-001FC86A       19
1FF9E0       C    Yes    001FC86B-001FC872        8
1FFA00      18    No     001FC873-001FC88F       1D
1FFA21      17    No     001FC890-001FC8AB       1C
1FFA40      18    No     001FC8AC-001FC8C8       1D
1FFA60      18    No     001FC8C9-001FC8E5       1D
1FFA80      18    No     001FC8E6-001FC902       1D
1FFAA0       C    No     001FC903-001FC913       11
1FFB01       F    No     001FC914-001FC927       14
1FFB20       8    No     001FC928-001FC934        D
1FFB40      10    No     001FC935-001FC949       15
1FFB60       8    No     001FC94A-001FC956        D
1FFB81       F    No     001FC957-001FC96A       14
1FFBA1       7    No     001FC96B-001FC976        C
1FFBC7       9    No     001FC977-001FC984        E
1FFBE3       9    No     001FC985-001FC992        E
1FFC01       E    No     001FC993-001FC9A5       13
1FFC20       8    No     001FC9A6-001FC9B2        D
1FFC40      10    No     001FC9B3-001FC9C7       15
1FFC60       B    No     001FC9C8-001FC9D7       10
1FFC81       F    No     001FC9D8-001FC9EB       14
1FFCA0       8    No     001FC9EC-001FC9F8        D
1FFCC0      10    No     001FC9F9-001FCA0D       15
1FFCE0       8    No     001FCA0E-001FCA1A        D
1FFD01       F    No     001FCA1B-001FCA2E       14
1FFD20       8    No     001FCA2F-001FCA3B        D
1FFD40      2C    Yes    001FCA3C-001FCA43        8
1FFD80      10    No     001FCA44-001FCA58       15
1FFDA1       7    No     001FCA59-001FCA64        C
1FFDC0      10    No     001FCA65-001FCA79       15
1FFDE1       7    No     001FCA7A-001FCA85        C
1FFE00      10    No     001FCA86-001FCA9A       15
1FFE11       F    Yes    001FCA9B-001FCAA2        8
1FFE20       B    No     001FCAA3-001FCAB2       10
1FFE31       B    Yes    001FCAB3-001FCABA        8
1FFE40      10    No     001FCABB-001FCACF       15
1FFE60      10    No     001FCAD0-001FCAE4       15
1FFE80      10    No     001FCAE5-001FCAF9       15
1FFEA0       B    No     001FCAFA-001FCB09       10
1FFEC0      10    No     001FCB0A-001FCB1E       15
1FFEE0       C    No     001FCB1F-001FCB2F       11
1FFF00      10    No     001FCB30-001FCB44       15
1FFF20       C    No     001FCB45-001FCB55       11
1FFF40      10    No     001FCB56-001FCB6A       15
1FFF60       C    No     001FCB6B-001FCB7B       11
1FFF80      10    No     001FCB7C-001FCB90       15
1FFFA0       C    No     001FCB91-001FCBA1       11
1FFFC0      10    No     001FCBA2-001FCBB6       15
1FFFE0       C    No     001FCBB7-001FCBC7       11
200000      10    No     001FCBC8-001FCBDC       15
200011       F    Yes    001FCBDD-001FCBE4        8
200020       B    No     001FCBE5-001FCBF4       10
200031       B    Yes    001FCBF5-001FCBFC        8
200040      10    No     001FCBFD-001FCC11       15
200060      10    No     001FCC12-001FCC26       15
200080      10    No     001FCC27-001FCC3B       15
2000A0      10    No     001FCC3C-001FCC50       15
200100      10    No     001FCC51-001FCC65       15
200120       C    No     001FCC66-001FCC76       11
200140      10    No     001FCC77-001FCC8B       15
200160       C    No     001FCC8C-001FCC9C       11
200180      10    No     001FCC9D-001FCCB1       15
2001A0       C    No     001FCCB2-001FCCC2       11
2001C0      10    No     001FCCC3-001FCCD7       15
2001E0       C    No     001FCCD8-001FCCE8       11
200200      10    No     001FCCE9-001FCCFD       15
200220       C    No     001FCCFE-001FCD0E       11
200240      10    No     001FCD0F-001FCD23       15
200260       C    No     001FCD24-001FCD34       11
2002C0      10    No     001FCD35-001FCD49       15
2002E0       C    No     001FCD4A-001FCD5A       11
200300      10    No     001FCD5B-001FCD6F       15
200320       C    No     001FCD70-001FCD80       11
200340      10    No     001FCD81-001FCD95       15
200360       C    No     001FCD96-001FCDA6       11
200380      10    No     001FCDA7-001FCDBB       15
2003A0       C    No     001FCDBC-001FCDCC       11
2003C0      10    No     001FCDCD-001FCDE1       15
2003E0       C    No     001FCDE2-001FCDF2       11
200400       A    Yes    001FCDF3-001FCDFA        8
20040A       6    No     001FCDFB-001FCE05        B
200420       C    No     001FCE06-001FCE16       11
200440      10    No     001FCE17-001FCE2B       15
200460       C    No     001FCE2C-001FCE3C       11
200480      10    No     001FCE3D-001FCE51       15
2004A0       C    No     001FCE52-001FCE62       11
2004C0      10    No     001FCE63-001FCE77       15
2004E0       C    No     001FCE78-001FCE88       11
200500      10    No     001FCE89-001FCE9D       15
200520       C    No     001FCE9E-001FCEAE       11
200540      10    No     001FCEAF-001FCEC3       15
200560       C    No     001FCEC4-001FCED4       11
200580      10    No     001FCED5-001FCEE9       15
2005A0       C    No     001FCEEA-001FCEFA       11
2005C0      3C    No     001FCEFB-001FCF3B       41
200602       E    No     001FCF3C-001FCF4E       13
200620      10    No     001FCF4F-001FCF63       15
200640      10    No     001FCF64-001FCF78       15
200660       C    No     001FCF79-001FCF89       11
200742      6E    Yes    001FCF8A-001FCF91        8
2007C1      2A    No     001FCF92-001FCFC0       2F
2007F1      1F    No     001FCFC1-001FCFE4       24
200820       4    No     001FCFE5-001FCFED        9
200824       C    Yes    001FCFEE-001FCFF5        8
200840      10    No     001FCFF6-001FD00A       15
200860      10    No     001FD00B-001FD01F       15
200880     66C    Yes    001FD020-001FD027        8
200F02       E    No     001FD028-001FD03A       13
200F20      10    No     001FD03B-001FD04F       15
200F42       E    No     001FD050-001FD062       13
200F60      10    No     001FD063-001FD077       15
200F80      10    No     001FD078-001FD08C       15
200FA0       C    No     001FD08D-001FD09D       11
200FC0      10    No     001FD09E-001FD0B2       15
200FE0       C    No     001FD0B3-001FD0C3       11
201000      10    No     001FD0C4-001FD0D8       15
201020       C    No     001FD0D9-001FD0E9       11
201040      10    No     001FD0EA-001FD0FE       15
201060       C    No     001FD0FF-001FD10F       11
201080      10    No     001FD110-001FD124       15
2010A0       C    No     001FD125-001FD135       11
2010C0      10    No     001FD136-001FD14A       15
2010E0       C    No     001FD14B-001FD15B       11
201101       F    No     001FD15C-001FD16F       14
201121       B    No     001FD170-001FD17F       10
201140      10    No     001FD180-001FD194       15
201151       F    Yes    001FD195-001FD19C        8
201160       C    No     001FD19D-001FD1AD       11
201171      11    Yes    001FD1AE-001FD1B5        8
201182       E    No     001FD1B6-001FD1C8       13
201191       F    Yes    001FD1C9-001FD1D0        8
2011A0       8    No     001FD1D1-001FD1DD        D
2011B1      11    Yes    001FD1DE-001FD1E5        8
2011C2       E    No     001FD1E6-001FD1F8       13
2011D1       F    Yes    001FD1F9-001FD200        8
2011E0      10    No     001FD201-001FD215       15
2011F1      11    Yes    001FD216-001FD21D        8
201202       E    No     001FD21E-001FD230       13
201211       F    Yes    001FD231-001FD238        8
201220      10    No     001FD239-001FD24D       15
201231     27F    Yes    001FD24E-001FD255        8
2014C0      10    No     001FD256-001FD26A       15
2014E0       C    No     001FD26B-001FD27B       11
201680      10    No     001FD27C-001FD290       15
2016A0       C    No     001FD291-001FD2A1       11
201900      28    No     001FD2A2-001FD2CE       2D
201931       7    No     001FD2CF-001FD2DA        C
201940      28    No     001FD2DB-001FD307       2D
201971       7    No     001FD308-001FD313        C
201980      28    No     001FD314-001FD340       2D
2019B1       7    No     001FD341-001FD34C        C
2019C0      28    No     001FD34D-001FD379       2D
2019F1       7    No     001FD37A-001FD385        C
201B00      AC    Yes    001FD386-001FD38D        8
201BC0      10    No     001FD38E-001FD3A2       15
201BE0       B    No     001FD3A3-001FD3B2       10
201C00      10    No     001FD3B3-001FD3C7       15
201C20      10    No     001FD3C8-001FD3DC       15
201C40      10    No     001FD3DD-001FD3F1       15
201C60      10    No     001FD3F2-001FD406       15
201C80     62C    Yes    001FD407-001FD40E        8
2022C0      10    No     001FD40F-001FD423       15
2022E0       B    Yes    001FD424-001FD42B        8
202304       C    No     001FD42C-001FD43C       11
202320       8    No     001FD43D-001FD449        D
202345       B    No     001FD44A-001FD459       10
202360       6    No     001FD45A-001FD464        B
202384       C    No     001FD465-001FD475       11
2023A0       8    No     001FD476-001FD482        D
2023C4       C    No     001FD483-001FD493       11
2023E0       8    No     001FD494-001FD4A0        D
202404       C    No     001FD4A1-001FD4B1       11
202421       7    No     001FD4B2-001FD4BD        C
202444       C    No     001FD4BE-001FD4CE       11
202460       8    No     001FD4CF-001FD4DB        D
202484       C    No     001FD4DC-001FD4EC       11
2024A0       8    No     001FD4ED-001FD4F9        D
2024C4       C    No     001FD4FA-001FD50A       11
2024E0       8    No     001FD50B-001FD517        D
202504       C    No     001FD518-001FD528       11
202521       7    No     001FD529-001FD534        C
202544       C    No     001FD535-001FD545       11
202561       1    No     001FD546-001FD54B        6
202583       D    No     001FD54C-001FD55D       12
2025A0       8    No     001FD55E-001FD56A        D
2025C2       E    No     001FD56B-001FD57D       13
2025E0       8    No     001FD57E-001FD58A        D
202600      10    No     001FD58B-001FD59F       15
202620       C    No     001FD5A0-001FD5B0       11
202646       A    No     001FD5B1-001FD5BF        F
202660       C    No     001FD5C0-001FD5D0       11
202680      10    No     001FD5D1-001FD5E5       15
2026A0       C    No     001FD5E6-001FD5F6       11
2026C6       A    No     001FD5F7-001FD605        F
2026E0      10    No     001FD606-001FD61A       15
202700      10    No     001FD61B-001FD62F       15
202720      10    Yes    001FD630-001FD637        8
202740      10    No     001FD638-001FD64C       15
202760      10    Yes    001FD64D-001FD654        8
202780      10    No     001FD655-001FD669       15
2027A0      10    Yes    001FD66A-001FD671        8
2027C0      10    No     001FD672-001FD686       15
2027E0      10    Yes    001FD687-001FD68E        8
202800      10    No     001FD68F-001FD6A3       15
202820       C    No     001FD6A4-001FD6B4       11
202840      10    No     001FD6B5-001FD6C9       15
202860       C    No     001FD6CA-001FD6DA       11
202880      10    No     001FD6DB-001FD6EF       15
2028A0      10    No     001FD6F0-001FD704       15
2028C0      10    No     001FD705-001FD719       15
2028E0      10    No     001FD71A-001FD72E       15
202900      38    No     001FD72F-001FD76B       3D
202942       E    No     001FD76C-001FD77E       13
202960       C    No     001FD77F-001FD78F       11
202987       9    No     001FD790-001FD79D        E
2029A0       8    No     001FD79E-001FD7AA        D
2029C6       8    No     001FD7AB-001FD7B7        D
2029E4       8    No     001FD7B8-001FD7C4        D
202A06       A    No     001FD7C5-001FD7D3        F
202A20       8    No     001FD7D4-001FD7E0        D
202A40      10    No     001FD7E1-001FD7F5       15
202A60       B    No     001FD7F6-001FD805       10
202A86       A    No     001FD806-001FD814        F
202AA0       C    No     001FD815-001FD825       11
202AC0      10    No     001FD826-001FD83A       15
202AE0       B    No     001FD83B-001FD84A       10
202B00      10    No     001FD84B-001FD85F       15
202B20       B    No     001FD860-001FD86F       10
202B46       A    No     001FD870-001FD87E        F
202B61       7    No     001FD87F-001FD88A        C
202B80      10    No     001FD88B-001FD89F       15
202BA0       B    No     001FD8A0-001FD8AF       10
202BC6       A    No     001FD8B0-001FD8BE        F
202BE1       1    No     001FD8BF-001FD8C4        6
202C06       A    No     001FD8C5-001FD8D3        F
202C20       C    No     001FD8D4-001FD8E4       11
202C47       9    No     001FD8E5-001FD8F2        E
202C60       B    No     001FD8F3-001FD902       10
202C80      10    No     001FD903-001FD917       15
202CA0       B    No     001FD918-001FD927       10
202CC0      10    No     001FD928-001FD93C       15
202CE0       B    No     001FD93D-001FD94C       10
202D00      10    No     001FD94D-001FD961       15
202D20       B    No     001FD962-001FD971       10
202D46       A    No     001FD972-001FD980        F
202D61       7    No     001FD981-001FD98C        C
202D86       6    No     001FD98D-001FD997        B
202DA0       8    No     001FD998-001FD9A4        D
202DC6       A    No     001FD9A5-001FD9B3        F
202DE0       8    No     001FD9B4-001FD9C0        D
202E06       A    No     001FD9C1-001FD9CF        F
202E20       8    No     001FD9D0-001FD9DC        D
202E46       A    No     001FD9DD-001FD9EB        F
202E60       C    No     001FD9EC-001FD9FC       11
202E86       A    No     001FD9FD-001FDA0B        F
202EA0       8    No     001FDA0C-001FDA18        D
202EC0      10    No     001FDA19-001FDA2D       15
202EE0       C    No     001FDA2E-001FDA3E       11
202F00      10    No     001FDA3F-001FDA53       15
202F20       C    No     001FDA54-001FDA64       11
202F40      10    No     001FDA65-001FDA79       15
202F60       4    No     001FDA7A-001FDA82        9
202F80      10    No     001FDA83-001FDA97       15
202FA0       8    No     001FDA98-001FDAA4        D
202FC0      10    No     001FDAA5-001FDAB9       15
202FE0       8    No     001FDABA-001FDAC6        D
203006       4    No     001FDAC7-001FDACF        9
203046       8    No     001FDAD0-001FDADC        D
203065       3    No     001FDADD-001FDAE4        8
203086       A    No     001FDAE5-001FDAF3        F
2030A0       8    No     001FDAF4-001FDB00        D
2030C0      10    No     001FDB01-001FDB15       15
2030E0       C    No     001FDB16-001FDB26       11
203100      10    No     001FDB27-001FDB3B       15
203120       C    No     001FDB3C-001FDB4C       11
203140      10    No     001FDB4D-001FDB61       15
203160       C    No     001FDB62-001FDB72       11
203180      10    No     001FDB73-001FDB87       15
2031A0       C    No     001FDB88-001FDB98       11
2031C0      10    No     001FDB99-001FDBAD       15
2031E0       C    No     001FDBAE-001FDBBE       11
203201       F    No     001FDBBF-001FDBD2       14
203221       B    No     001FDBD3-001FDBE2       10
203240      10    No     001FDBE3-001FDBF7       15
203260       C    No     001FDBF8-001FDC08       11
203280      10    No     001FDC09-001FDC1D       15
2032A0       C    No     001FDC1E-001FDC2E       11
2032C0      10    No     001FDC2F-001FDC43       15
2032E0       C    No     001FDC44-001FDC54       11
203300      10    No     001FDC55-001FDC69       15
203311       F    Yes    001FDC6A-001FDC71        8
203320       C    No     001FDC72-001FDC82       11
203331       7    Yes    001FDC83-001FDC8A        8
203340      10    No     001FDC8B-001FDC9F       15
203351       F    Yes    001FDCA0-001FDCA7        8
203360       C    No     001FDCA8-001FDCB8       11
203371       7    Yes    001FDCB9-001FDCC0        8
203380      10    No     001FDCC1-001FDCD5       15
203391       F    Yes    001FDCD6-001FDCDD        8
2033A0       C    No     001FDCDE-001FDCEE       11
2033B1       7    Yes    001FDCEF-001FDCF6        8
2033C0      10    No     001FDCF7-001FDD0B       15
2033D1       F    Yes    001FDD0C-001FDD13        8
2033E0       C    No     001FDD14-001FDD24       11
2033F1       7    Yes    001FDD25-001FDD2C        8
203400      10    No     001FDD2D-001FDD41       15
203420       B    No     001FDD42-001FDD51       10
203440      10    No     001FDD52-001FDD66       15
203451       F    Yes    001FDD67-001FDD6E        8
203460       B    No     001FDD6F-001FDD7E       10
203471       B    Yes    001FDD7F-001FDD86        8
203480      10    No     001FDD87-001FDD9B       15
203491       F    Yes    001FDD9C-001FDDA3        8
2034A0       B    No     001FDDA4-001FDDB3       10
2034B1       B    Yes    001FDDB4-001FDDBB        8
2034C0      10    No     001FDDBC-001FDDD0       15
2034E0       B    No     001FDDD1-001FDDE0       10
203500      10    No     001FDDE1-001FDDF5       15
203511       F    Yes    001FDDF6-001FDDFD        8
203520       B    No     001FDDFE-001FDE0D       10
203531       B    Yes    001FDE0E-001FDE15        8
203540      10    No     001FDE16-001FDE2A       15
203551       F    Yes    001FDE2B-001FDE32        8
203560       C    No     001FDE33-001FDE43       11
203571       7    Yes    001FDE44-001FDE4B        8
203580      10    No     001FDE4C-001FDE60       15
203591       F    Yes    001FDE61-001FDE68        8
2035A0       C    No     001FDE69-001FDE79       11
2035B1       7    Yes    001FDE7A-001FDE81        8
2035C0      10    No     001FDE82-001FDE96       15
2035D1       F    Yes    001FDE97-001FDE9E        8
2035E0       C    No     001FDE9F-001FDEAF       11
2035F1       7    Yes    001FDEB0-001FDEB7        8
