Lunar IPS (LIPS) Version 1.03
Apply IPS Patch Log

Offset    Size    RLE    IPS_File_Range       IPS_File_Size
48C1C0       B    Yes    0042706E-00427075        8
48C1CE      1C    Yes    00427076-0042707D        8
48C1EC       B    Yes    0042707E-00427085        8
48C1F8     2A6    No     00427086-00427330      2AB
48C49E      30    Yes    00427331-00427338        8
48C4CE      22    Yes    00427339-00427340        8
48C4F1       A    Yes    00427341-00427348        8
48C4FB      1F    Yes    00427349-00427350        8
48C51C       B    Yes    00427351-00427358        8
48C528      20    Yes    00427359-00427360        8
48C548       B    Yes    00427361-00427368        8
48C555      1F    Yes    00427369-00427370        8
48C575       A    Yes    00427371-00427378        8
48C57F      1F    Yes    00427379-00427380        8
48C5A0       B    Yes    00427381-00427388        8
48C5AC      1E    Yes    00427389-00427390        8
48C5CC       8    Yes    00427391-00427398        8
48C5D7     2A7    No     00427399-00427644      2AC
48C87E      30    Yes    00427645-0042764C        8
48C8B2      1C    Yes    0042764D-00427654        8
48C8D0       B    Yes    00427655-0042765C        8
48C8DC      1F    Yes    0042765D-00427664        8
48C8FC       B    Yes    00427665-0042766C        8
48C908      20    Yes    0042766D-00427674        8
48C929       A    Yes    00427675-0042767C        8
48C933      1F    Yes    0042767D-00427684        8
48C954       B    Yes    00427685-0042768C        8
48C960      1F    Yes    0042768D-00427694        8
48C980       A    Yes    00427695-0042769C        8
48C98C      20    Yes    0042769D-004276A4        8
48C9AD       A    Yes    004276A5-004276AC        8
48C9B7     2A7    No     004276AD-00427958      2AC
48CC5E      30    Yes    00427959-00427960        8
48CC90      16    Yes    00427961-00427968        8
48CCA8       8    No     00427969-00427975        D
48CCB0       A    Yes    00427976-0042797D        8
48CCBC      17    Yes    0042797E-00427985        8
48CCD4       8    No     00427986-00427992        D
48CCDD       A    Yes    00427993-0042799A        8
48CCE7      19    Yes    0042799B-004279A2        8
48CD00       8    No     004279A3-004279AF        D
48CD08       B    Yes    004279B0-004279B7        8
48CD14      16    Yes    004279B8-004279BF        8
48CD2C       8    No     004279C0-004279CC        D
48CD34       A    Yes    004279CD-004279D4        8
48CD40      17    Yes    004279D5-004279DC        8
48CD58       8    No     004279DD-004279E9        D
48CD61       A    Yes    004279EA-004279F1        8
48CD6B      19    Yes    004279F2-004279F9        8
48CD84     932    No     004279FA-00428330      937
48D6B7      2F    Yes    00428331-00428338        8
48D6E6      22    Yes    00428339-00428340        8
48D709       A    Yes    00428341-00428348        8
48D713      1F    Yes    00428349-00428350        8
48D734       B    Yes    00428351-00428358        8
48D740      1F    Yes    00428359-00428360        8
48D760       A    Yes    00428361-00428368        8
48D76C      20    Yes    00428369-00428370        8
48D78D       A    Yes    00428371-00428378        8
48D797      1F    Yes    00428379-00428380        8
48D7B8       B    Yes    00428381-00428388        8
48D7C4      1F    Yes    00428389-00428390        8
48D7E4       A    Yes    00428391-00428398        8
48D7F0       E    No     00428399-004283AB       13
48D7FE      30    Yes    004283AC-004283B3        8
48D830      1F    Yes    004283B4-004283BB        8
48D850       A    Yes    004283BC-004283C3        8
48D85C      20    Yes    004283C4-004283CB        8
48D87D       A    Yes    004283CC-004283D3        8
48D887      1F    Yes    004283D4-004283DB        8
48D8A8       B    Yes    004283DC-004283E3        8
48D8B4      1F    Yes    004283E4-004283EB        8
48D8D4       A    Yes    004283EC-004283F3        8
48D8E0      20    Yes    004283F4-004283FB        8
48D901       A    Yes    004283FC-00428403        8
48D90B      1F    Yes    00428404-0042840B        8
48D92C       B    Yes    0042840C-00428413        8
48D938     15E    No     00428414-00428576      163
48DA96      30    Yes    00428577-0042857E        8
48DAC6      20    Yes    0042857F-00428586        8
48DAE8       B    Yes    00428587-0042858E        8
48DAF4      1F    Yes    0042858F-00428596        8
48DB14       A    Yes    00428597-0042859E        8
48DB20      20    Yes    0042859F-004285A6        8
48DB41       A    Yes    004285A7-004285AE        8
48DB4B      1F    Yes    004285AF-004285B6        8
48DB6C       B    Yes    004285B7-004285BE        8
48DB78      1F    Yes    004285BF-004285C6        8
48DB98       A    Yes    004285C7-004285CE        8
48DBA4      20    Yes    004285CF-004285D6        8
48DBC5       A    Yes    004285D7-004285DE        8
48DBCF       F    No     004285DF-004285F2       14
48DBDF      2F    Yes    004285F3-004285FA        8
48DC0E      22    Yes    004285FB-00428602        8
48DC31       A    Yes    00428603-0042860A        8
48DC3B      1F    Yes    0042860B-00428612        8
48DC5C       B    Yes    00428613-0042861A        8
48DC68      1F    Yes    0042861B-00428622        8
48DC88       A    Yes    00428623-0042862A        8
48DC94      20    Yes    0042862B-00428632        8
48DCB5       A    Yes    00428633-0042863A        8
48DCBF      1F    Yes    0042863B-00428642        8
48DCE0       B    Yes    00428643-0042864A        8
48DCED      1E    Yes    0042864B-00428652        8
48DD0C       A    Yes    00428653-0042865A        8
48DD18     15E    No     0042865B-004287BD      163
48DE76      30    Yes    004287BE-004287C5        8
48DEA8      1F    Yes    004287C6-004287CD        8
48DEC8       A    Yes    004287CE-004287D5        8
48DED4      20    Yes    004287D6-004287DD        8
48DEF5       A    Yes    004287DE-004287E5        8
48DEFF      1F    Yes    004287E6-004287ED        8
48DF20       B    Yes    004287EE-004287F5        8
48DF2C      1F    Yes    004287F6-004287FD        8
48DF4C       A    Yes    004287FE-00428805        8
48DF58      20    Yes    00428806-0042880D        8
48DF79       A    Yes    0042880E-00428815        8
48DF83      1F    Yes    00428816-0042881D        8
48DFA4       B    Yes    0042881E-00428825        8
48DFB0       E    No     00428826-00428838       13
48DFBE      30    Yes    00428839-00428840        8
48DFEE      20    Yes    00428841-00428848        8
48E010       B    Yes    00428849-00428850        8
48E01C      1F    Yes    00428851-00428858        8
48E03C       A    Yes    00428859-00428860        8
48E048      20    Yes    00428861-00428868        8
48E069       A    Yes    00428869-00428870        8
48E073      1F    Yes    00428871-00428878        8
48E094       B    Yes    00428879-00428880        8
48E0A0      1F    Yes    00428881-00428888        8
48E0C0       A    Yes    00428889-00428890        8
48E0CC      20    Yes    00428891-00428898        8
48E0ED       A    Yes    00428899-004288A0        8
48E0F7     2A7    No     004288A1-00428B4C      2AC
48E39E      30    Yes    00428B4D-00428B54        8
48E3D0      1F    Yes    00428B55-00428B5C        8
48E3F0       A    Yes    00428B5D-00428B64        8
48E3FC      20    Yes    00428B65-00428B6C        8
48E41D       A    Yes    00428B6D-00428B74        8
48E427      1F    Yes    00428B75-00428B7C        8
48E448       B    Yes    00428B7D-00428B84        8
48E454      1F    Yes    00428B85-00428B8C        8
48E474       A    Yes    00428B8D-00428B94        8
48E480      20    Yes    00428B95-00428B9C        8
48E4A1       A    Yes    00428B9D-00428BA4        8
48E4AB      1F    Yes    00428BA5-00428BAC        8
48E4CC       B    Yes    00428BAD-00428BB4        8
48E4D8     2A6    No     00428BB5-00428E5F      2AB
48E77F      2F    Yes    00428E60-00428E67        8
48E7AE      22    Yes    00428E68-00428E6F        8
48E7D1       A    Yes    00428E70-00428E77        8
48E7DB      1F    Yes    00428E78-00428E7F        8
48E7FC       B    Yes    00428E80-00428E87        8
48E808      1F    Yes    00428E88-00428E8F        8
48E828       A    Yes    00428E90-00428E97        8
48E834      20    Yes    00428E98-00428E9F        8
48E855       A    Yes    00428EA0-00428EA7        8
48E85F      1F    Yes    00428EA8-00428EAF        8
48E880       B    Yes    00428EB0-00428EB7        8
48E88C      1F    Yes    00428EB8-00428EBF        8
48E8AC       A    Yes    00428EC0-00428EC7        8
48E8B8     2A6    No     00428EC8-00429172      2AB
48EB5E      30    Yes    00429173-0042917A        8
48EB8E      20    Yes    0042917B-00429182        8
48EBB0       B    Yes    00429183-0042918A        8
48EBBC      1F    Yes    0042918B-00429192        8
48EBDC       A    Yes    00429193-0042919A        8
48EBE8      20    Yes    0042919B-004291A2        8
48EC09       A    Yes    004291A3-004291AA        8
48EC13      1F    Yes    004291AB-004291B2        8
48EC34       B    Yes    004291B3-004291BA        8
48EC40      1F    Yes    004291BB-004291C2        8
48EC60       A    Yes    004291C3-004291CA        8
48EC6C      20    Yes    004291CB-004291D2        8
48EC8D       A    Yes    004291D3-004291DA        8
48EC97    FFFF    No     004291DB-004391DE    10004
49EC96    FFFF    No     004391DF-004491E2    10004
4AEC95    1092    No     004491E3-0044A279     1097
4AFD27      14    Yes    0044A27A-0044A281        8
4AFD3B       F    Yes    0044A282-0044A289        8
4AFD4A      15    Yes    0044A28A-0044A291        8
4AFD5F      11    Yes    0044A292-0044A299        8
4AFD71      1F    Yes    0044A29A-0044A2A1        8
4AFD91       C    Yes    0044A2A2-0044A2A9        8
4AFD9D      1B    Yes    0044A2AA-0044A2B1        8
4AFDB8      1E    Yes    0044A2B2-0044A2B9        8
4AFDD6      12    Yes    0044A2BA-0044A2C1        8
4AFDE8      18    Yes    0044A2C2-0044A2C9        8
4AFE00      12    Yes    0044A2CA-0044A2D1        8
4AFE12      42    Yes    0044A2D2-0044A2D9        8
4AFE54      1E    Yes    0044A2DA-0044A2E1        8
4AFE72      2B    Yes    0044A2E2-0044A2E9        8
4AFE9D    56AD    No     0044A2EA-0044F99B     56B2
4B554A      42    Yes    0044F99C-0044F9A3        8
4B558C    166E    No     0044F9A4-00451016     1673
4B6BFA      42    Yes    00451017-0045101E        8
4B6C3C    1302    No     0045101F-00452325     1307
4B7F3E      42    Yes    00452326-0045232D        8
4B7F80    A061    No     0045232E-0045C393     A066
4C1FE1       F    Yes    0045C394-0045C39B        8
4C1FF0       C    No     0045C39C-0045C3AC       11
4C1FFC      17    Yes    0045C3AD-0045C3B4        8
4C2013       A    Yes    0045C3B5-0045C3BC        8
4C201E       2    No     0045C3BD-0045C3C3        7
4C2020      13    Yes    0045C3C4-0045C3CB        8
4C2034       1    No     0045C3CC-0045C3D1        6
4C2035      21    Yes    0045C3D2-0045C3D9        8
4C2058       9    Yes    0045C3DA-0045C3E1        8
4C2061     897    No     0045C3E2-0045CC7D      89C
4C28F8      1B    Yes    0045CC7E-0045CC85        8
4C2913    2346    No     0045CC86-0045EFD0     234B
4C4C59       E    Yes    0045EFD1-0045EFD8        8
4C4C67     CB1    No     0045EFD9-0045FC8E      CB6
4C5918      14    Yes    0045FC8F-0045FC96        8
4C592C      3D    No     0045FC97-0045FCD8       42
4C5969      13    Yes    0045FCD9-0045FCE0        8
4C597C      4E    No     0045FCE1-0045FD33       53
4C59CA       E    Yes    0045FD34-0045FD3B        8
4C59D8      6D    No     0045FD3C-0045FDAD       72
4C5A45       B    Yes    0045FDAE-0045FDB5        8
4C5A50      1C    Yes    0045FDB6-0045FDBD        8
4C5A6C      25    No     0045FDBE-0045FDE7       2A
4C5A91      8C    Yes    0045FDE8-0045FDEF        8
4C5B1D       9    No     0045FDF0-0045FDFD        E
4C5B26      45    Yes    0045FDFE-0045FE05        8
4C5B6B    184F    No     0045FE06-00461659     1854
4C73BA      20    Yes    0046165A-00461661        8
4C73DA      24    No     00461662-0046168A       29
4C73FE      1B    Yes    0046168B-00461692        8
4C7419      2E    No     00461693-004616C5       33
4C7447      4A    Yes    004616C6-004616CD        8
4C7491    168D    No     004616CE-00462D5F     1692
4C8B1E      15    Yes    00462D60-00462D67        8
4C8B33     2F3    No     00462D68-0046305F      2F8
4C8E26       E    Yes    00463060-00463067        8
4C8E34       9    No     00463068-00463075        E
4C8E3D      10    Yes    00463076-0046307D        8
4C8E4D      10    No     0046307E-00463092       15
4C8E5D       D    Yes    00463093-0046309A        8
4C8E6A       F    Yes    0046309B-004630A2        8
4C8E79      57    No     004630A3-004630FE       5C
4C8ED0      10    Yes    004630FF-00463106        8
4C8EE0      37    No     00463107-00463142       3C
4C8F17       B    Yes    00463143-0046314A        8
4C8F22      11    Yes    0046314B-00463152        8
4C8F33      19    No     00463153-00463170       1E
4C8F4C      1E    Yes    00463171-00463178        8
4C8F6A      49    No     00463179-004631C6       4E
4C8FB3      14    Yes    004631C7-004631CE        8
4C8FC7       7    No     004631CF-004631DA        C
4C8FCE      1F    Yes    004631DB-004631E2        8
4C8FED      11    Yes    004631E3-004631EA        8
4C8FFE       9    No     004631EB-004631F8        E
4C9007      1D    Yes    004631F9-00463200        8
4C9024      13    Yes    00463201-00463208        8
4C9037       2    No     00463209-0046320F        7
4C9039      1A    Yes    00463210-00463217        8
4C9053       A    No     00463218-00463226        F
4C905E      34    Yes    00463227-0046322E        8
4C9092       8    No     0046322F-0046323B        D
4C909A      38    Yes    0046323C-00463243        8
4C90D2      61    Yes    00463244-0046324B        8
